OBJECTID,Game Hunting Area,White-tailed Deer,Moose,Elk,Caribou,Black Bear,Gray Wolf and Coyote,Wild Turkey,Upland Game Bird,Migratory Game Birds,Disclaimer,Mule Deer
1,1,None,<b>Licence Type:</b><br><b>General -</b> Bag Limit = One Male Moose<br><b>Conservation Moose Licence -</b> Bag Limit = One Male Moose per two licence holders<br><br><b>Seasons:</b><br>General (rifle) = fall through winter<br><br>Canadian Resident and Non-Canadian Resident licences may be available for fall portion of season,None,<b>Licence Type:</b><br><b>First Caribou -</b> Bag Limit = One Male Caribou<br><b>Second Caribou -</b> Bag limit = One Male Caribou<br>Fall and winter seasons<br><br>Resident caribou licences are available on-line beginning the first Thursday of June. These licences are limited in quantity and are sold on a first-come/first-served basis.<br><br>Canadian Resident and Non-Canadian Resident licences may be available for fall portion of season,Bag Limit = One Adult Black Bear (Female bears with cubs cannot be taken)<br>Spring and fall General (rifle) seasons<br><br>Canadian Resident and Non-Canadian Resident licences may be available.,"Bag Limit = One Wolf and One Coyote<br>Fall and winter seasons<br><br>Gray wolves and coyotes can be hunted under the authorityof any Big Game licence. If hunting in a GHA while the area is open to other Big Game species, the wolf or coyote hunter must have a licence and unused game tag (personal or party), which is valid for that area, species and time period.  Where the other Big Game hunting seasons are closed, a resident may hunt wolves or coyotes provided he/she is in possession of a used or unused white-tailed deer, elk, moose, black bear or caribou licence. The hunter’s big game licence number is all that is required to possess a wolf or coyote taken under the authority of that licence.<br><br>Canadian Resident and Non-Canadian Resident wolf and coyote hunting opportunity may be available. See the annual Hunting Guide for more information.",None,<b>Grouse -</b> Sep. 1 - Jan. 1<br><b>Bag Limit:</b><br>Ruffed = 6 daily/12 possession<br>Spruce = 6 daily/12 possession<br>Sharp-tailed = 6 daily/12 possession<br><br><b>Ptarmigan -</b> Sep. 1 - Last day in February<br><b>Bag Limit</b> = 10 daily/20 possession,"<b>Portion in Game Bird Hunting Zone 1</b>:<br><b>Resident, Canadian Resident, and <b>Non-Canadian Resident:</b></b><br><b>Ducks -</b> Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Oct. 31 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Apr. 15 - June 15, Aug. 15 - Oct. 31 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Portion in Game Bird Hunting Zone 2:</b><br><br><br><b>Resident and Canadian Resident:</b><br><b>Ducks -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 1 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Non-Canadian Resident:</b><br><b>Ducks -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 8 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 8 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 8 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession",Hunting seasons and bag limits may change from year to year. Consult the annual Manitoba Hunting Guide for more information.,None
2,2,None,<b>Licence Type:</b><br><b>General -</b> Bag Limit = One Male Moose<br><b>Conservation Moose Licence -</b> Bag Limit = One Male Moose per two licence holders<br><br><b>Seasons:</b><br>General (rifle) = fall through winter<br><br>Canadian Resident and Non-Canadian Resident licences may be available for fall portion of season,None,<b>Licence Type:</b><br><b>First Caribou -</b> Bag Limit = One Male Caribou<br>Winter season<br><br>Resident caribou licences are available on-line beginning the first Thursday of June. These licences are limited in quantity and are sold on a first-come/first-served basis.,Bag Limit = One Adult Black Bear (Female bears with cubs cannot be taken)<br>Spring and fall General (rifle) seasons<br><br>Resident and Canadian Resident only.,"Bag Limit = One Wolf and One Coyote<br>Fall and winter seasons<br><br>Gray wolves and coyotes can be hunted under the authority of any Big Game licence. If hunting in a GHA while the area is open to other Big Game species, the wolf or coyote hunter must have a licence and unused game tag (personal or party), which is valid for that area, species and time period.  Where the other Big Game hunting seasons are closed, a resident may hunt wolves or coyotes provided he/she is in possession of a used or unused white-tailed deer, elk, moose, black bear or caribou licence. The hunter’s big game licence number is all that is required to possess a wolf or coyote taken under the authority of that licence.<br><br>Canadian Resident and Non-Canadian Resident wolf and coyote hunting opportunity may be available. See the annual Hunting Guide for more information.",None,<b>Grouse -</b> Sep. 1 - Jan. 1<br><b>Bag Limit:</b><br>Ruffed = 6 daily/12 possession<br>Spruce = 6 daily/12 possession<br>Sharp-tailed = 6 daily/12 possession<br><br><b>Ptarmigan -</b> Sep. 1 - Last day in February<br><b>Bag Limit</b> = 10 daily/20 possession,"<b>Portion in Game Bird Hunting Zone 1</b>:<br><b>Resident, Canadian Resident, and <b>Non-Canadian Resident:</b></b><br><b>Ducks -</b> Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Oct. 31 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Apr. 15 - June 15, Aug. 15 - Oct. 31 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Portion in Game Bird Hunting Zone 2:</b><br><br><br><b>Resident and Canadian Resident:</b><br><b>Ducks -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 1 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Non-Canadian Resident:</b><br><b>Ducks -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 8 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 8 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 8 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession",Hunting seasons and bag limits may change from year to year. Consult the annual Manitoba Hunting Guide for more information.,None
3,2A,None,<b>Licence Type:</b><br><b>Archery -</b> Bag Limit = One Male Moose<br><b> General (rifle) Draw -</b> Bag Limit = One Male Moose<br><br><b>Seasons:</b><br>Archery = early fall<br>General (rifle) Draw = fall and winter,None,None,Bag Limit = One Adult Black Bear (Female bears with cubs cannot be taken)<br>Spring and fall General (rifle) seasons<br><br>Canadian Resident and Non-Canadian Resident licences may be available.,"Bag Limit = One Wolf and One Coyote<br>Fall and winter seasons<br><br>Gray wolves and coyotes can be hunted under the authority of any Big Game licence. If hunting in a GHA while the area is open to other Big Game species, the wolf or coyote hunter must have a licence and unused game tag (personal or party), which is valid for that area, species and time period.  Where the other Big Game hunting seasons are closed, a resident may hunt wolves or coyotes provided he/she is in possession of a used or unused white-tailed deer, elk, moose, black bear or caribou licence. The hunter’s big game licence number is all that is required to possess a wolf or coyote taken under the authority of that licence.<br><br>Canadian Resident and Non-Canadian Resident wolf and coyote hunting opportunity may be available. See the annual Hunting Guide for more information.",None,<b>Grouse -</b> Sep. 1 - Jan. 1<br><b>Bag Limit:</b><br>Ruffed = 6 daily/12 possession<br>Spruce = 6 daily/12 possession<br>Sharp-tailed = 6 daily/12 possession<br><br><b>Ptarmigan -</b> Sep. 1 - Last day in February<br><b>Bag Limit</b> = 10 daily/20 possession,"<b>Resident and Canadian Resident:</b><br><b>Ducks -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 1 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Non-Canadian Resident:</b><br><b>Ducks -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 8 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 8 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 8 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession",Hunting seasons and bag limits may change from year to year. Consult the annual Manitoba Hunting Guide for more information.,None
4,3,None,<b>Licence Type:</b><br><b>General -</b> Bag Limit = One Male Moose<br><b>Conservation Moose Licence -</b> Bag Limit = One Male Moose per two licence holders<br><br><b>Seasons:</b><br>General (rifle) = fall through winter<br><br>Canadian Resident and Non-Canadian Resident licences may be available for fall portion of season,None,<b>Licence Type:</b><br><b>First Caribou -</b> Bag Limit = One Male Caribou<br>Fall and winter seasons<br><br>Resident caribou licences are available on-line beginning the first Thursday of June. These licences are limited in quantity and are sold on a first-come/first-served basis.<br><br>No licenced caribou hunting in Kaskatamagan WMA between August 25 - September 30.,Bag Limit = One Adult Black Bear (Female bears with cubs cannot be taken)<br>Spring and fall General (rifle) seasons<br><br>Canadian Resident and Non-Canadian Resident licences may be available.,"Bag Limit = One Wolf and One Coyote<br>Fall and winter seasons<br><br>Gray wolves and coyotes can be hunted under the authority of any Big Game licence. If hunting in a GHA while the area is open to other Big Game species, the wolf or coyote hunter must have a licence and unused game tag (personal or party), which is valid for that area, species and time period.  Where the other Big Game hunting seasons are closed, a resident may hunt wolves or coyotes provided he/she is in possession of a used or unused white-tailed deer, elk, moose, black bear or caribou licence. The hunter’s big game licence number is all that is required to possess a wolf or coyote taken under the authority of that licence.<br><br>Canadian Resident and Non-Canadian Resident wolf and coyote hunting opportunity may be available. See the annual Hunting Guide for more information.",None,<b>Grouse -</b> Sep. 1 - Jan. 1<br><b>Bag Limit:</b><br>Ruffed = 6 daily/12 possession<br>Spruce = 6 daily/12 possession<br>Sharp-tailed = 6 daily/12 possession<br><br><b>Ptarmigan -</b> Sep. 1 - Last day in February<br><b>Bag Limit</b> = 10 daily/20 possession,"<b>Portion in Game Bird Hunting Zone 1</b>:<br><b>Resident, Canadian Resident, and <b>Non-Canadian Resident:</b></b><br><b>Ducks -</b> Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Oct. 31 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Oct. 31 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Apr. 15 - June 15, Aug. 15 - Oct. 31 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Portion in Game Bird Hunting Zone 2:</b><br><br><br><b>Resident and Canadian Resident:</b><br><b>Ducks -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 1 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Non-Canadian Resident:</b><br><b>Ducks -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 8 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 8 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 8 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession",Hunting seasons and bag limits may change from year to year. Consult the annual Manitoba Hunting Guide for more information.,None
5,3A,None,<b>Licence Type:</b><br><b>General -</b> Bag Limit = One Male Moose<br><b>Conservation Moose Licence -</b> Bag Limit = One Male Moose per two licence holders<br><br><b>Seasons:</b><br>General (rifle) = fall through winter<br><br>Canadian Resident and Non-Canadian Resident licences may be available for fall portion of season,None,None,Bag Limit = One Adult Black Bear (Female bears with cubs cannot be taken)<br>Spring and fall General (rifle) seasons<br><br>Canadian Resident and Non-Canadian Resident licences may be available.,"Bag Limit = One Wolf and One Coyote<br>Fall and winter seasons<br><br>Gray wolves and coyotes can be hunted under the authority of any Big Game licence. If hunting in a GHA while the area is open to other Big Game species, the wolf or coyote hunter must have a licence and unused game tag (personal or party), which is valid for that area, species and time period.  Where the other Big Game hunting seasons are closed, a resident may hunt wolves or coyotes provided he/she is in possession of a used or unused white-tailed deer, elk, moose, black bear or caribou licence. The hunter’s big game licence number is all that is required to possess a wolf or coyote taken under the authority of that licence.<br><br>Canadian Resident and Non-Canadian Resident wolf and coyote hunting opportunity may be available. See the annual Hunting Guide for more information.",None,<b>Grouse -</b> Sep. 1 - Jan. 1<br><b>Bag Limit:</b><br>Ruffed = 6 daily/12 possession<br>Spruce = 6 daily/12 possession<br>Sharp-tailed = 6 daily/12 possession<br><br><b>Ptarmigan -</b> Sep. 1 - Last day in February<br><b>Bag Limit</b> = 10 daily/20 possession,"<b>Resident and Canadian Resident:</b><br><b>Ducks -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 1 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Non-Canadian Resident:</b><br><b>Ducks -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 8 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 8 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 8 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession",Hunting seasons and bag limits may change from year to year. Consult the annual Manitoba Hunting Guide for more information.,None
6,4,None,<b>Licence Type:</b><br><b>Archery -</b> Bag Limit = One Male Moose<br><b> General (rifle) Draw -</b> Bag Limit = One Male Moose<br><br><b>Seasons:</b><br>Archery = early fall<br>General (rifle) Draw = fall and winter,None,None,Bag Limit = One Adult Black Bear (Female bears with cubs cannot be taken)<br>Spring and fall General (rifle) seasons<br><br>Canadian Resident and Non-Canadian Resident licences may be available.,"Bag Limit = One Wolf and One Coyote<br>Fall and winter seasons<br><br>Gray wolves and coyotes can be hunted under the authority of any Big Game licence. If hunting in a GHA while the area is open to other Big Game species, the wolf or coyote hunter must have a licence and unused game tag (personal or party), which is valid for that area, species and time period.  Where the other Big Game hunting seasons are closed, a resident may hunt wolves or coyotes provided he/she is in possession of a used or unused white-tailed deer, elk, moose, black bear or caribou licence. The hunter’s big game licence number is all that is required to possess a wolf or coyote taken under the authority of that licence.<br><br>Canadian Resident and Non-Canadian Resident wolf and coyote hunting opportunity may be available. See the annual Hunting Guide for more information.",None,<b>Grouse -</b> Sep. 1 - Jan. 1<br><b>Bag Limit:</b><br>Ruffed = 6 daily/12 possession<br>Spruce = 6 daily/12 possession<br>Sharp-tailed = 6 daily/12 possession<br><br><b>Ptarmigan -</b> Sep. 1 - Last day in February<br><b>Bag Limit</b> = 10 daily/20 possession,"<b>Resident and Canadian Resident:</b><br><b>Ducks -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 1 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Non-Canadian Resident:</b><br><b>Ducks -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 8 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 8 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 8 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession",Hunting seasons and bag limits may change from year to year. Consult the annual Manitoba Hunting Guide for more information.,None
7,5,"<b>Licence Type:</b><br><b>General -</b> Bag Limit = One White-tailed Deer<br><br><b>Seasons:</b><br>Archery<br>Youth Muzzleloader<br>Muzzleloader<br>General (rifle)<br><br>General deer hunters who hunt white-tailed deer during the fall moose season must also possess a valid draw moose licence for the area they are hunting.<br><br>Canadian Resident and Non-Canadian Resident licences may be available for Archery, Muzzleloader and General (rifle) seasons.<br><br>All hunters must submit biological samples from white-tailed deer, mule deer, and elk harvested within the CWD Surveillance Zone to a Drop-off Depot within seven (7) days from the time of kill. Hunters have the option of submitting the entire head and upper neck of harvested animals, or, hunters may extract and submit the testable tissues themselves. Testable tissues for white-tailed deer include the medial retropharyngeal lymph nodes and lower jaw.<br><br>Antlers should be removed prior to sample drop-off; hunters will not receive their head or antlers back. When removing antlers a shallow v-notch cut should be made through the skull. This cut should be no deeper than the midpoint of the eye socket.",<b>Licence Type:</b><br><b>General (rifle) Draw -</b> Bag Limit = One Male Moose<br>Fall season,None,None,Bag Limit = One Adult Black Bear (Female bears with cubs cannot be taken)<br>Spring and fall General (rifle) seasons<br><br>Canadian Resident and Non-Canadian Resident licences may be available.,"Bag Limit = One Wolf and One Coyote<br>Fall and winter seasons<br><br>Gray wolves and coyotes can be hunted under the authority of any Big Game licence. If hunting in a GHA while the area is open to other Big Game species, the wolf or coyote hunter must have a licence and unused game tag (personal or party), which is valid for that area, species and time period.  Where the other Big Game hunting seasons are closed, a resident may hunt wolves or coyotes provided he/she is in possession of a used or unused white-tailed deer, elk, moose, black bear or caribou licence. The hunter’s big game licence number is all that is required to possess a wolf or coyote taken under the authority of that licence.<br><br>Canadian Resident and Non-Canadian Resident wolf and coyote hunting opportunity may be available. See the annual Hunting Guide for more information.",None,<b>Grouse -</b> Sep. 1 - Jan. 1<br><b>Bag Limit:</b><br>Ruffed = 6 daily/12 possession<br>Spruce = 6 daily/12 possession<br>Sharp-tailed = 6 daily/12 possession<br><br><b>Ptarmigan -</b> Sep. 1 - Last day in February<br><b>Bag Limit</b> = 10 daily/20 possession,"<b>Resident and Canadian Resident:</b><br><b>Ducks -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 1 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 1 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 1 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><br><b>Non-Canadian Resident:</b><br><b>Ducks -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Coots -</b> Sep. 8 - Nov. 30 - Bag Limit = 8 daily/24 possession<br><b>Snipe -</b> Sep. 8 - Nov. 30 - Bag Limit = 10 daily/30 possession<br><b>Dark Geese</b> (Canada, White-front, Brant, Cackling) - Sep. 8 - Nov. 30 - Bag Limit = 5 daily/15 possession<br><b>White Geese</b> (Snow, Blue and Ross's) - Mar. 15 - May 31, Sep. 8 - Nov. 30 - Bag Limit = 50 daily/no possession limit<br><b>Sandhill Crane -</b> Sep. 1 - Nov. 30 - Bag Limit = 5 daily/15 possession",Hunting seasons and bag limits may change from year to year. Consult the annual Manitoba Hunting Guide for more information.,"<b>Licence Type:</b><br><b>General Mule Deer -</b> Bag Limit = One Mule Deer<br><b>Second Mule Deer -</b> Bag Limit = One Antlerless Mule Deer<br><b>Third Mule Deer -</b> Bag Limit = One Antlerless Mule Deer<br><br><b>Seasons:</b><br>Archery<br>Muzzleloader<br>General (rifle)<br><br>Mule deer hunters who hunt mule deer during the fall moose season must also possess a valid draw moose licence for the area they are hunting.<br><br>All hunters must submit biological samples from white-tailed deer, mule deer, and elk harvested within the CWD Surveillance Zone to a Drop-off Depot within seven (7) days from the time of kill. Hunters have the option of submitting the entire head and upper neck of harvested animals, or, hunters may extract and submit the testable tissues themselves. Testable tissues for mule deer include the medial retropharyngeal lymph nodes and lower jaw.<br><br>Antlers should be removed prior to sample drop-off; hunters will not receive their head or antlers back. When removing antlers a shallow v-notch cut should be made through the skull. This cut should be no deeper than the midpoint of the eye socket."
